image_path,label
C:/image forgery/real\Au_arc_30202.jpg,1
C:/image forgery/real\Au_arc_30203.jpg,1
C:/image forgery/real\Au_arc_30204.jpg,1
C:/image forgery/real\Au_arc_30205.jpg,1
C:/image forgery/real\Au_arc_30206.jpg,1
C:/image forgery/real\Au_arc_30207.jpg,1
C:/image forgery/real\Au_arc_30208.jpg,1
C:/image forgery/real\Au_arc_30209.jpg,1
C:/image forgery/real\Au_arc_30210.jpg,1
C:/image forgery/real\Au_arc_30211.jpg,1
C:/image forgery/real\Au_arc_30212.jpg,1
C:/image forgery/real\Au_arc_30213.jpg,1
C:/image forgery/real\Au_arc_30214.jpg,1
C:/image forgery/real\Au_arc_30215.jpg,1
C:/image forgery/real\Au_arc_30216.jpg,1
C:/image forgery/real\Au_arc_30217.jpg,1
C:/image forgery/real\Au_arc_30218.jpg,1
C:/image forgery/real\Au_arc_30219.jpg,1
C:/image forgery/real\Au_arc_30220.jpg,1
C:/image forgery/real\Au_arc_30221.jpg,1
C:/image forgery/real\Au_arc_30222.jpg,1
C:/image forgery/real\Au_arc_30223.jpg,1
C:/image forgery/real\Au_arc_30224.jpg,1
C:/image forgery/real\Au_arc_30225.jpg,1
C:/image forgery/real\Au_arc_30226.jpg,1
C:/image forgery/real\Au_arc_30227.jpg,1
C:/image forgery/real\Au_arc_30228.jpg,1
C:/image forgery/real\Au_arc_30229.jpg,1
C:/image forgery/real\Au_arc_30230.jpg,1
C:/image forgery/real\Au_arc_30231.jpg,1
C:/image forgery/real\Au_arc_30232.jpg,1
C:/image forgery/real\Au_arc_30233.jpg,1
C:/image forgery/real\Au_arc_30234.jpg,1
C:/image forgery/real\Au_arc_30235.jpg,1
C:/image forgery/real\Au_arc_30236.jpg,1
C:/image forgery/real\Au_arc_30237.jpg,1
C:/image forgery/real\Au_arc_30238.jpg,1
C:/image forgery/real\Au_arc_30239.jpg,1
C:/image forgery/real\Au_arc_30240.jpg,1
C:/image forgery/real\Au_arc_30241.jpg,1
C:/image forgery/real\Au_arc_30242.jpg,1
C:/image forgery/real\Au_arc_30243.jpg,1
C:/image forgery/real\Au_arc_30244.jpg,1
C:/image forgery/real\Au_arc_30245.jpg,1
C:/image forgery/real\Au_arc_30246.jpg,1
C:/image forgery/real\Au_arc_30247.jpg,1
C:/image forgery/real\Au_arc_30248.jpg,1
C:/image forgery/real\Au_arc_30249.jpg,1
C:/image forgery/real\Au_arc_30250.jpg,1
C:/image forgery/real\Au_arc_30251.jpg,1
C:/image forgery/real\Au_arc_30252.jpg,1
C:/image forgery/real\Au_arc_30253.jpg,1
C:/image forgery/real\Au_arc_30254.jpg,1
C:/image forgery/real\Au_arc_30255.jpg,1
C:/image forgery/real\Au_arc_30256.jpg,1
C:/image forgery/real\Au_arc_30257.jpg,1
C:/image forgery/real\Au_arc_30258.jpg,1
C:/image forgery/real\Au_arc_30259.jpg,1
C:/image forgery/real\Au_arc_30260.jpg,1
C:/image forgery/real\Au_arc_30261.jpg,1
C:/image forgery/real\Au_arc_30262.jpg,1
C:/image forgery/real\Au_arc_30263.jpg,1
C:/image forgery/real\Au_arc_30264.jpg,1
C:/image forgery/real\Au_arc_30265.jpg,1
C:/image forgery/real\Au_arc_30266.jpg,1
C:/image forgery/real\Au_arc_30267.jpg,1
C:/image forgery/real\Au_arc_30268.jpg,1
C:/image forgery/real\Au_arc_30269.jpg,1
C:/image forgery/real\Au_arc_30270.jpg,1
C:/image forgery/real\Au_arc_30271.jpg,1
C:/image forgery/real\Au_arc_30272.jpg,1
C:/image forgery/real\Au_arc_30273.jpg,1
C:/image forgery/real\Au_arc_30274.jpg,1
C:/image forgery/real\Au_arc_30275.jpg,1
C:/image forgery/real\Au_arc_30276.jpg,1
C:/image forgery/real\Au_arc_30277.jpg,1
C:/image forgery/real\Au_arc_30278.jpg,1
C:/image forgery/real\Au_arc_30279.jpg,1
C:/image forgery/real\Au_arc_30280.jpg,1
C:/image forgery/real\Au_arc_30281.jpg,1
C:/image forgery/real\Au_arc_30282.jpg,1
C:/image forgery/real\Au_arc_30283.jpg,1
C:/image forgery/real\Au_arc_30284.jpg,1
C:/image forgery/real\Au_arc_30285.jpg,1
C:/image forgery/real\Au_arc_30286.jpg,1
C:/image forgery/real\Au_arc_30287.jpg,1
C:/image forgery/real\Au_arc_30288.jpg,1
C:/image forgery/real\Au_arc_30289.jpg,1
C:/image forgery/real\Au_arc_30290.jpg,1
C:/image forgery/real\Au_arc_30291.jpg,1
C:/image forgery/real\Au_arc_30292.jpg,1
C:/image forgery/real\Au_arc_30293.jpg,1
C:/image forgery/real\Au_arc_30294.jpg,1
C:/image forgery/real\Au_arc_30295.jpg,1
C:/image forgery/real\Au_arc_30296.jpg,1
C:/image forgery/real\Au_arc_30297.jpg,1
C:/image forgery/real\Au_arc_30298.jpg,1
C:/image forgery/real\Au_arc_30299.jpg,1
C:/image forgery/real\Au_arc_30300.jpg,1
C:/image forgery/real\Au_arc_30301.jpg,1
C:/image forgery/real\Au_arc_30302.jpg,1
C:/image forgery/real\Au_arc_30303.jpg,1
C:/image forgery/real\Au_arc_30304.jpg,1
C:/image forgery/real\Au_arc_30305.jpg,1
C:/image forgery/real\Au_arc_30306.jpg,1
C:/image forgery/real\Au_arc_30307.jpg,1
C:/image forgery/real\Au_arc_30308.jpg,1
C:/image forgery/real\Au_arc_30309.jpg,1
C:/image forgery/real\Au_arc_30310.jpg,1
C:/image forgery/real\Au_arc_30311.jpg,1
C:/image forgery/real\Au_arc_30312.jpg,1
C:/image forgery/real\Au_arc_30313.jpg,1
C:/image forgery/real\Au_arc_30314.jpg,1
C:/image forgery/real\Au_arc_30315.jpg,1
C:/image forgery/real\Au_arc_30316.jpg,1
C:/image forgery/real\Au_arc_30317.jpg,1
C:/image forgery/real\Au_arc_30318.jpg,1
C:/image forgery/real\Au_arc_30319.jpg,1
C:/image forgery/real\Au_arc_30320.jpg,1
C:/image forgery/real\Au_arc_30321.jpg,1
C:/image forgery/real\Au_arc_30322.jpg,1
C:/image forgery/real\Au_arc_30323.jpg,1
C:/image forgery/real\Au_arc_30324.jpg,1
C:/image forgery/real\Au_arc_30325.jpg,1
C:/image forgery/real\Au_arc_30326.jpg,1
C:/image forgery/real\Au_arc_30327.jpg,1
C:/image forgery/real\Au_arc_30328.jpg,1
C:/image forgery/real\Au_arc_30329.jpg,1
C:/image forgery/real\Au_arc_30330.jpg,1
C:/image forgery/real\Au_arc_30331.jpg,1
C:/image forgery/real\Au_arc_30332.jpg,1
C:/image forgery/real\Au_arc_30333.jpg,1
C:/image forgery/real\Au_arc_30334.jpg,1
C:/image forgery/real\Au_arc_30335.jpg,1
C:/image forgery/real\Au_arc_30336.jpg,1
C:/image forgery/real\Au_arc_30337.jpg,1
C:/image forgery/real\Au_arc_30338.jpg,1
C:/image forgery/real\Au_arc_30339.jpg,1
C:/image forgery/real\Au_arc_30340.jpg,1
C:/image forgery/real\Au_arc_30341.jpg,1
C:/image forgery/real\Au_arc_30342.jpg,1
C:/image forgery/real\Au_arc_30343.jpg,1
C:/image forgery/real\Au_arc_30344.jpg,1
C:/image forgery/real\Au_arc_30345.jpg,1
C:/image forgery/real\Au_arc_30346.jpg,1
C:/image forgery/real\Au_arc_30347.jpg,1
C:/image forgery/real\Au_arc_30348.jpg,1
C:/image forgery/real\Au_arc_30349.jpg,1
C:/image forgery/real\Au_arc_30350.jpg,1
C:/image forgery/real\Au_arc_30351.jpg,1
C:/image forgery/real\Au_arc_30352.jpg,1
C:/image forgery/real\Au_arc_30353.jpg,1
C:/image forgery/real\Au_arc_30354.jpg,1
C:/image forgery/real\Au_arc_30355.jpg,1
C:/image forgery/real\Au_arc_30356.jpg,1
C:/image forgery/real\Au_arc_30357.jpg,1
C:/image forgery/real\Au_arc_30358.jpg,1
C:/image forgery/real\Au_arc_30359.jpg,1
C:/image forgery/real\Au_arc_30360.jpg,1
C:/image forgery/real\Au_arc_30361.jpg,1
C:/image forgery/real\Au_arc_30362.jpg,1
C:/image forgery/real\Au_arc_30363.jpg,1
C:/image forgery/real\Au_arc_30364.jpg,1
C:/image forgery/real\Au_arc_30365.jpg,1
C:/image forgery/real\Au_arc_30366.jpg,1
C:/image forgery/real\Au_arc_30367.jpg,1
C:/image forgery/real\Au_arc_30368.jpg,1
C:/image forgery/real\Au_arc_30369.jpg,1
C:/image forgery/real\Au_arc_30370.jpg,1
C:/image forgery/real\Au_arc_30371.jpg,1
C:/image forgery/real\Au_arc_30372.jpg,1
C:/image forgery/real\Au_arc_30373.jpg,1
C:/image forgery/real\Au_arc_30374.jpg,1
C:/image forgery/real\Au_arc_30375.jpg,1
C:/image forgery/real\Au_arc_30376.jpg,1
C:/image forgery/real\Au_arc_30377.jpg,1
C:/image forgery/real\Au_arc_30378.jpg,1
C:/image forgery/real\Au_arc_30379.jpg,1
C:/image forgery/real\Au_arc_30380.jpg,1
C:/image forgery/real\Au_arc_30381.jpg,1
C:/image forgery/real\Au_arc_30382.jpg,1
C:/image forgery/real\Au_arc_30383.jpg,1
C:/image forgery/real\Au_arc_30384.jpg,1
C:/image forgery/real\Au_arc_30385.jpg,1
C:/image forgery/real\Au_arc_30386.jpg,1
C:/image forgery/real\Au_arc_30387.jpg,1
C:/image forgery/real\Au_arc_30388.jpg,1
C:/image forgery/real\Au_arc_30389.jpg,1
C:/image forgery/real\Au_arc_30390.jpg,1
C:/image forgery/real\Au_arc_30391.jpg,1
C:/image forgery/real\Au_arc_30392.jpg,1
C:/image forgery/real\Au_arc_30393.jpg,1
C:/image forgery/real\Au_arc_30394.jpg,1
C:/image forgery/real\Au_arc_30395.jpg,1
C:/image forgery/real\Au_arc_30396.jpg,1
C:/image forgery/real\Au_arc_30397.jpg,1
C:/image forgery/real\Au_arc_30398.jpg,1
C:/image forgery/real\Au_arc_30399.jpg,1
C:/image forgery/real\Au_arc_30400.jpg,1
C:/image forgery/real\Au_arc_30401.jpg,1
C:/image forgery/real\Au_arc_30402.jpg,1
C:/image forgery/real\Au_arc_30403.jpg,1
C:/image forgery/real\Au_arc_30404.jpg,1
C:/image forgery/real\Au_arc_30405.jpg,1
C:/image forgery/real\Au_arc_30406.jpg,1
C:/image forgery/real\Au_arc_30407.jpg,1
C:/image forgery/real\Au_arc_30408.jpg,1
C:/image forgery/real\Au_arc_30409.jpg,1
C:/image forgery/real\Au_arc_30410.jpg,1
C:/image forgery/real\Au_arc_30411.jpg,1
C:/image forgery/real\Au_arc_30412.jpg,1
C:/image forgery/real\Au_arc_30413.jpg,1
C:/image forgery/real\Au_arc_30414.jpg,1
C:/image forgery/real\Au_arc_30415.jpg,1
C:/image forgery/real\Au_arc_30416.jpg,1
C:/image forgery/real\Au_arc_30417.jpg,1
C:/image forgery/real\Au_arc_30418.jpg,1
C:/image forgery/real\Au_arc_30419.jpg,1
C:/image forgery/real\Au_arc_30420.jpg,1
C:/image forgery/real\Au_arc_30421.jpg,1
C:/image forgery/real\Au_arc_30422.jpg,1
C:/image forgery/real\Au_arc_30423.jpg,1
C:/image forgery/real\Au_arc_30424.jpg,1
C:/image forgery/real\Au_arc_30425.jpg,1
C:/image forgery/real\Au_arc_30426.jpg,1
C:/image forgery/real\Au_arc_30427.jpg,1
C:/image forgery/real\Au_arc_30428.jpg,1
C:/image forgery/real\Au_arc_30429.jpg,1
C:/image forgery/real\Au_arc_30430.jpg,1
C:/image forgery/real\Au_arc_30431.jpg,1
C:/image forgery/real\Au_arc_30432.jpg,1
C:/image forgery/real\Au_arc_30433.jpg,1
C:/image forgery/real\Au_arc_30434.jpg,1
C:/image forgery/real\Au_arc_30435.jpg,1
C:/image forgery/real\Au_arc_30436.jpg,1
C:/image forgery/real\Au_arc_30437.jpg,1
C:/image forgery/real\Au_arc_30438.jpg,1
C:/image forgery/real\Au_arc_30439.jpg,1
C:/image forgery/real\Au_arc_30440.jpg,1
C:/image forgery/real\Au_arc_30441.jpg,1
C:/image forgery/real\Au_arc_30442.jpg,1
C:/image forgery/real\Au_arc_30443.jpg,1
C:/image forgery/real\Au_arc_30444.jpg,1
C:/image forgery/real\Au_arc_30445.jpg,1
C:/image forgery/real\Au_arc_30446.jpg,1
C:/image forgery/real\Au_arc_30447.jpg,1
C:/image forgery/real\Au_arc_30448.jpg,1
C:/image forgery/real\Au_arc_30449.jpg,1
C:/image forgery/real\Au_arc_30450.jpg,1
C:/image forgery/real\Au_arc_30451.jpg,1
C:/image forgery/real\Au_arc_30452.jpg,1
C:/image forgery/real\Au_arc_30453.jpg,1
C:/image forgery/real\Au_arc_30454.jpg,1
C:/image forgery/real\Au_arc_30455.jpg,1
C:/image forgery/real\Au_arc_30456.jpg,1
C:/image forgery/real\Au_arc_30457.jpg,1
C:/image forgery/real\Au_arc_30458.jpg,1
C:/image forgery/real\Au_arc_30459.jpg,1
C:/image forgery/real\Au_arc_30460.jpg,1
C:/image forgery/real\Au_arc_30461.jpg,1
C:/image forgery/real\Au_arc_30462.jpg,1
C:/image forgery/real\Au_arc_30463.jpg,1
C:/image forgery/real\Au_arc_30464.jpg,1
C:/image forgery/real\Au_arc_30465.jpg,1
C:/image forgery/real\Au_arc_30466.jpg,1
C:/image forgery/real\Au_arc_30467.jpg,1
C:/image forgery/real\Au_arc_30468.jpg,1
C:/image forgery/real\Au_arc_30469.jpg,1
C:/image forgery/real\Au_arc_30470.jpg,1
C:/image forgery/real\Au_arc_30471.jpg,1
C:/image forgery/real\Au_arc_30472.jpg,1
C:/image forgery/real\Au_arc_30473.jpg,1
C:/image forgery/real\Au_arc_30474.jpg,1
C:/image forgery/real\Au_arc_30475.jpg,1
C:/image forgery/real\Au_arc_30476.jpg,1
C:/image forgery/real\Au_arc_30477.jpg,1
C:/image forgery/real\Au_arc_30478.jpg,1
C:/image forgery/real\Au_arc_30479.jpg,1
C:/image forgery/real\Au_arc_30480.jpg,1
C:/image forgery/real\Au_arc_30481.jpg,1
C:/image forgery/real\Au_arc_30482.jpg,1
C:/image forgery/real\Au_arc_30483.jpg,1
C:/image forgery/real\Au_arc_30484.jpg,1
C:/image forgery/real\Au_arc_30485.jpg,1
C:/image forgery/real\Au_arc_30486.jpg,1
C:/image forgery/real\Au_arc_30487.jpg,1
C:/image forgery/real\Au_arc_30488.jpg,1
C:/image forgery/real\Au_arc_30489.jpg,1
C:/image forgery/real\Au_arc_30490.jpg,1
C:/image forgery/real\Au_arc_30491.jpg,1
C:/image forgery/real\Au_arc_30492.jpg,1
C:/image forgery/real\Au_arc_30493.jpg,1
C:/image forgery/real\Au_arc_30494.jpg,1
C:/image forgery/real\Au_arc_30495.jpg,1
C:/image forgery/real\Au_arc_30496.jpg,1
C:/image forgery/real\Au_arc_30497.jpg,1
C:/image forgery/real\Au_arc_30498.jpg,1
C:/image forgery/real\Au_arc_30499.jpg,1
C:/image forgery/real\Au_arc_30500.jpg,1
C:/image forgery/real\Au_arc_30501.jpg,1
C:/image forgery/real\Au_arc_30502.jpg,1
C:/image forgery/real\Au_arc_30503.jpg,1
C:/image forgery/real\Au_arc_30504.jpg,1
C:/image forgery/real\Au_arc_30505.jpg,1
C:/image forgery/real\Au_arc_30506.jpg,1
C:/image forgery/real\Au_arc_30507.jpg,1
C:/image forgery/real\Au_arc_30508.jpg,1
C:/image forgery/real\Au_arc_30509.jpg,1
C:/image forgery/real\Au_arc_30510.jpg,1
C:/image forgery/real\Au_arc_30511.jpg,1
C:/image forgery/real\Au_arc_30512.jpg,1
C:/image forgery/real\Au_arc_30513.jpg,1
C:/image forgery/real\Au_arc_30514.jpg,1
C:/image forgery/real\Au_arc_30515.jpg,1
C:/image forgery/real\Au_arc_30516.jpg,1
C:/image forgery/real\Au_arc_30517.jpg,1
C:/image forgery/real\Au_arc_30518.jpg,1
C:/image forgery/real\Au_arc_30519.jpg,1
C:/image forgery/real\Au_arc_30520.jpg,1
C:/image forgery/real\Au_arc_30521.jpg,1
C:/image forgery/real\Au_arc_30522.jpg,1
C:/image forgery/real\Au_arc_30523.jpg,1
C:/image forgery/real\Au_arc_30524.jpg,1
C:/image forgery/real\Au_arc_30525.jpg,1
C:/image forgery/real\Au_arc_30526.jpg,1
C:/image forgery/real\Au_arc_30527.jpg,1
C:/image forgery/real\Au_arc_30528.jpg,1
C:/image forgery/real\Au_arc_30529.jpg,1
C:/image forgery/real\Au_arc_30530.jpg,1
C:/image forgery/real\Au_arc_30531.jpg,1
C:/image forgery/real\Au_arc_30532.jpg,1
C:/image forgery/real\Au_arc_30533.jpg,1
C:/image forgery/real\Au_arc_30534.jpg,1
C:/image forgery/real\Au_arc_30535.jpg,1
C:/image forgery/real\Au_arc_30536.jpg,1
C:/image forgery/real\Au_arc_30537.jpg,1
C:/image forgery/real\Au_arc_30538.jpg,1
C:/image forgery/real\Au_arc_30539.jpg,1
C:/image forgery/real\Au_arc_30540.jpg,1
C:/image forgery/real\Au_arc_30541.jpg,1
C:/image forgery/real\Au_arc_30542.jpg,1
C:/image forgery/real\Au_arc_30543.jpg,1
C:/image forgery/real\Au_arc_30544.jpg,1
C:/image forgery/real\Au_arc_30545.jpg,1
C:/image forgery/real\Au_arc_30546.jpg,1
C:/image forgery/real\Au_arc_30547.jpg,1
C:/image forgery/real\Au_arc_30548.jpg,1
C:/image forgery/real\Au_arc_30549.jpg,1
C:/image forgery/real\Au_arc_30550.jpg,1
C:/image forgery/real\Au_arc_30551.jpg,1
C:/image forgery/real\Au_arc_30552.jpg,1
C:/image forgery/real\Au_arc_30553.jpg,1
C:/image forgery/real\Au_arc_30554.jpg,1
C:/image forgery/real\Au_arc_30555.jpg,1
C:/image forgery/real\Au_arc_30556.jpg,1
C:/image forgery/real\Au_arc_30557.jpg,1
C:/image forgery/real\Au_arc_30558.jpg,1
C:/image forgery/real\Au_arc_30559.jpg,1
C:/image forgery/real\Au_arc_30560.jpg,1
C:/image forgery/real\Au_arc_30561.jpg,1
C:/image forgery/real\Au_arc_30562.jpg,1
C:/image forgery/real\Au_arc_30563.jpg,1
C:/image forgery/real\Au_arc_30564.jpg,1
C:/image forgery/real\Au_arc_30565.jpg,1
C:/image forgery/real\Au_arc_30566.jpg,1
C:/image forgery/real\Au_arc_30567.jpg,1
C:/image forgery/real\Au_arc_30568.jpg,1
C:/image forgery/real\Au_arc_30569.jpg,1
C:/image forgery/real\Au_arc_30570.jpg,1
C:/image forgery/real\Au_arc_30571.jpg,1
C:/image forgery/real\Au_arc_30572.jpg,1
C:/image forgery/real\Au_arc_30573.jpg,1
C:/image forgery/real\Au_arc_30574.jpg,1
C:/image forgery/real\Au_arc_30575.jpg,1
C:/image forgery/real\Au_arc_30576.jpg,1
C:/image forgery/real\Au_arc_30577.jpg,1
C:/image forgery/real\Au_arc_30578.jpg,1
C:/image forgery/real\Au_arc_30579.jpg,1
C:/image forgery/real\Au_arc_30580.jpg,1
C:/image forgery/real\Au_arc_30581.jpg,1
C:/image forgery/real\Au_arc_30582.jpg,1
C:/image forgery/real\Au_arc_30583.jpg,1
C:/image forgery/real\Au_arc_30584.jpg,1
C:/image forgery/real\Au_arc_30585.jpg,1
C:/image forgery/real\Au_arc_30586.jpg,1
C:/image forgery/real\Au_arc_30587.jpg,1
C:/image forgery/real\Au_arc_30588.jpg,1
C:/image forgery/real\Au_arc_30589.jpg,1
C:/image forgery/real\Au_arc_30590.jpg,1
C:/image forgery/real\Au_arc_30591.jpg,1
C:/image forgery/real\Au_arc_30592.jpg,1
C:/image forgery/real\Au_arc_30593.jpg,1
C:/image forgery/real\Au_arc_30594.jpg,1
C:/image forgery/real\Au_arc_30595.jpg,1
C:/image forgery/real\Au_arc_30596.jpg,1
C:/image forgery/real\Au_arc_30597.jpg,1
C:/image forgery/real\Au_arc_30598.jpg,1
C:/image forgery/real\Au_arc_30599.jpg,1
C:/image forgery/real\Au_arc_30600.jpg,1
C:/image forgery/real\Au_arc_30601.jpg,1
C:/image forgery/real\Au_arc_30602.jpg,1
C:/image forgery/real\Au_arc_30603.jpg,1
C:/image forgery/real\Au_arc_30604.jpg,1
C:/image forgery/real\Au_arc_30605.jpg,1
C:/image forgery/real\Au_arc_30606.jpg,1
C:/image forgery/real\Au_arc_30607.jpg,1
C:/image forgery/real\Au_arc_30608.jpg,1
C:/image forgery/real\Au_arc_30609.jpg,1
C:/image forgery/real\Au_arc_30610.jpg,1
C:/image forgery/real\Au_arc_30611.jpg,1
C:/image forgery/real\Au_arc_30612.jpg,1
C:/image forgery/real\Au_arc_30613.jpg,1
C:/image forgery/real\Au_arc_30614.jpg,1
C:/image forgery/real\Au_arc_30615.jpg,1
C:/image forgery/real\Au_arc_30616.jpg,1
C:/image forgery/real\Au_arc_30617.jpg,1
C:/image forgery/real\Au_arc_30618.jpg,1
C:/image forgery/real\Au_arc_30619.jpg,1
C:/image forgery/real\Au_arc_30620.jpg,1
C:/image forgery/real\Au_arc_30621.jpg,1
C:/image forgery/real\Au_arc_30622.jpg,1
C:/image forgery/real\Au_arc_30623.jpg,1
C:/image forgery/real\Au_arc_30624.jpg,1
C:/image forgery/real\Au_arc_30625.jpg,1
C:/image forgery/real\Au_arc_30626.jpg,1
C:/image forgery/real\Au_arc_30627.jpg,1
C:/image forgery/real\Au_arc_30628.jpg,1
C:/image forgery/real\Au_arc_30629.jpg,1
C:/image forgery/real\Au_arc_30630.jpg,1
C:/image forgery/real\Au_arc_30631.jpg,1
C:/image forgery/real\Au_arc_30632.jpg,1
C:/image forgery/real\Au_arc_30633.jpg,1
C:/image forgery/real\Au_arc_30634.jpg,1
C:/image forgery/real\Au_arc_30635.jpg,1
C:/image forgery/real\Au_arc_30636.jpg,1
C:/image forgery/real\Au_arc_30637.jpg,1
C:/image forgery/real\Au_arc_30638.jpg,1
C:/image forgery/real\Au_arc_30639.jpg,1
C:/image forgery/real\Au_arc_30640.jpg,1
C:/image forgery/real\Au_arc_30641.jpg,1
C:/image forgery/real\Au_arc_30642.jpg,1
C:/image forgery/real\Au_arc_30643.jpg,1
C:/image forgery/real\Au_arc_30644.jpg,1
C:/image forgery/real\Au_arc_30645.jpg,1
C:/image forgery/real\Au_arc_30646.jpg,1
C:/image forgery/real\Au_arc_30647.jpg,1
C:/image forgery/real\Au_arc_30648.jpg,1
C:/image forgery/real\Au_arc_30649.jpg,1
C:/image forgery/real\Au_arc_30650.jpg,1
C:/image forgery/real\Au_arc_30651.jpg,1
C:/image forgery/real\Au_arc_30652.jpg,1
C:/image forgery/real\Au_arc_30653.jpg,1
C:/image forgery/real\Au_arc_30654.jpg,1
C:/image forgery/real\Au_arc_30655.jpg,1
C:/image forgery/real\Au_arc_30656.jpg,1
C:/image forgery/real\Au_arc_30657.jpg,1
C:/image forgery/real\Au_arc_30658.jpg,1
C:/image forgery/real\Au_arc_30659.jpg,1
C:/image forgery/real\Au_arc_30660.jpg,1
C:/image forgery/real\Au_arc_30661.jpg,1
C:/image forgery/real\Au_arc_30662.jpg,1
C:/image forgery/real\Au_arc_30663.jpg,1
C:/image forgery/real\Au_arc_30664.jpg,1
C:/image forgery/real\Au_arc_30665.jpg,1
C:/image forgery/real\Au_arc_30666.jpg,1
C:/image forgery/real\Au_arc_30667.jpg,1
C:/image forgery/real\Au_arc_30668.jpg,1
C:/image forgery/real\Au_arc_30669.jpg,1
C:/image forgery/real\Au_arc_30670.jpg,1
C:/image forgery/real\Au_arc_30671.jpg,1
C:/image forgery/real\Au_arc_30672.jpg,1
C:/image forgery/real\Au_arc_30673.jpg,1
C:/image forgery/real\Au_arc_30674.jpg,1
C:/image forgery/real\Au_arc_30675.jpg,1
C:/image forgery/real\Au_arc_30676.jpg,1
C:/image forgery/real\Au_arc_30677.jpg,1
C:/image forgery/real\Au_arc_30678.jpg,1
C:/image forgery/real\Au_arc_30679.jpg,1
C:/image forgery/real\Au_arc_30680.jpg,1
C:/image forgery/real\Au_arc_30681.jpg,1
C:/image forgery/real\Au_arc_30682.jpg,1
C:/image forgery/real\Au_arc_30683.jpg,1
C:/image forgery/real\Au_arc_30684.jpg,1
C:/image forgery/real\Au_arc_30685.jpg,1
C:/image forgery/real\Au_arc_30686.jpg,1
C:/image forgery/real\Au_arc_30687.jpg,1
C:/image forgery/real\Au_arc_30688.jpg,1
C:/image forgery/real\Au_arc_30689.jpg,1
C:/image forgery/real\Au_arc_30690.jpg,1
C:/image forgery/real\Au_arc_30691.jpg,1
C:/image forgery/real\Au_arc_30692.jpg,1
C:/image forgery/real\Au_arc_30693.jpg,1
C:/image forgery/real\Au_arc_30694.jpg,1
C:/image forgery/real\Au_arc_30695.jpg,1
C:/image forgery/real\Au_arc_30696.jpg,1
C:/image forgery/real\Au_arc_30697.jpg,1
C:/image forgery/real\Au_arc_30698.jpg,1
C:/image forgery/real\Au_arc_30699.jpg,1
C:/image forgery/real\Au_arc_30700.jpg,1
C:/image forgery/real\Au_arc_30701.jpg,1
C:/image forgery/real\Au_arc_30702.jpg,1
C:/image forgery/real\Au_arc_30703.jpg,1
C:/image forgery/real\Au_arc_30704.jpg,1
C:/image forgery/real\Au_arc_30705.jpg,1
C:/image forgery/real\Au_arc_30706.jpg,1
C:/image forgery/real\Au_arc_30707.jpg,1
C:/image forgery/real\Au_arc_30708.jpg,1
C:/image forgery/real\Au_arc_30709.jpg,1
C:/image forgery/real\Au_arc_30710.jpg,1
C:/image forgery/real\Au_arc_30711.jpg,1
C:/image forgery/real\Au_arc_30712.jpg,1
C:/image forgery/real\Au_arc_30713.jpg,1
C:/image forgery/real\Au_arc_30714.jpg,1
C:/image forgery/real\Au_arc_30715.jpg,1
C:/image forgery/real\Au_arc_30716.jpg,1
C:/image forgery/real\Au_arc_30717.jpg,1
C:/image forgery/real\Au_arc_30718.jpg,1
C:/image forgery/real\Au_arc_30719.jpg,1
C:/image forgery/real\Au_arc_30720.jpg,1
C:/image forgery/real\Au_arc_30721.jpg,1
C:/image forgery/real\Au_arc_30722.jpg,1
C:/image forgery/real\Au_arc_30723.jpg,1
C:/image forgery/real\Au_arc_30724.jpg,1
C:/image forgery/real\Au_arc_30725.jpg,1
C:/image forgery/real\Au_arc_30726.jpg,1
C:/image forgery/real\Au_arc_30727.jpg,1
C:/image forgery/real\Au_arc_30728.jpg,1
C:/image forgery/real\Au_arc_30729.jpg,1
C:/image forgery/real\Au_arc_30730.jpg,1
C:/image forgery/real\Au_arc_30731.jpg,1
C:/image forgery/real\Au_arc_30732.jpg,1
C:/image forgery/real\Au_arc_30733.jpg,1
C:/image forgery/real\Au_arc_30734.jpg,1
C:/image forgery/real\Au_arc_30735.jpg,1
C:/image forgery/real\Au_arc_30736.jpg,1
C:/image forgery/real\Au_arc_30737.jpg,1
C:/image forgery/real\Au_arc_30738.jpg,1
C:/image forgery/real\Au_arc_30739.jpg,1
C:/image forgery/real\Au_arc_30740.jpg,1
C:/image forgery/real\Au_arc_30741.jpg,1
C:/image forgery/real\Au_arc_30742.jpg,1
C:/image forgery/real\Au_arc_30743.jpg,1
C:/image forgery/real\Au_arc_30744.jpg,1
C:/image forgery/real\Au_arc_30745.jpg,1
C:/image forgery/real\Au_arc_30746.jpg,1
C:/image forgery/real\Au_arc_30747.jpg,1
C:/image forgery/real\Au_arc_30748.jpg,1
C:/image forgery/real\Au_arc_30749.jpg,1
C:/image forgery/real\Au_arc_30750.jpg,1
C:/image forgery/real\Au_arc_30751.jpg,1
C:/image forgery/real\Au_arc_30752.jpg,1
C:/image forgery/real\Au_arc_30753.jpg,1
C:/image forgery/real\Au_arc_30754.jpg,1
C:/image forgery/real\Au_arc_30755.jpg,1
C:/image forgery/real\Au_arc_30756.jpg,1
C:/image forgery/real\Au_arc_30757.jpg,1
C:/image forgery/real\Au_arc_30758.jpg,1
C:/image forgery/real\Au_arc_30759.jpg,1
C:/image forgery/real\Au_arc_30760.jpg,1
